,code,description,category,last_updated
6209,N42,Other disorders of prostate,Other disorders of prostate,2025-09-07
6210,N420,Calculus of prostate,Other disorders of prostate,2025-09-07
6211,N421,Congestion and haemorrhage of prostate,Other disorders of prostate,2025-09-07
6212,N422,Atrophy of prostate,Other disorders of prostate,2025-09-07
6213,N423,Dysplasia of prostate,Other disorders of prostate,2025-09-07
6214,N428,Other specified disorders of prostate,Other disorders of prostate,2025-09-07
6215,N429,"Disorder of prostate, unspecified",Other disorders of prostate,2025-09-07
6216,N43,Hydrocele and spermatocele,Hydrocele and spermatocele,2025-09-07
6217,N430,Encysted hydrocele,Hydrocele and spermatocele,2025-09-07
6218,N431,Infected hydrocele,Hydrocele and spermatocele,2025-09-07
6219,N432,Other hydrocele,Hydrocele and spermatocele,2025-09-07
6220,N433,"Hydrocele, unspecified",Hydrocele and spermatocele,2025-09-07
6221,N434,Spermatocele,Hydrocele and spermatocele,2025-09-07
6222,N44,Torsion of testis,Torsion of testis,2025-09-07
6223,N45,Orchitis and epididymitis,Orchitis and epididymitis,2025-09-07
6224,N450,"Orchitis, epididymitis and epididymo-orchitis with abscess",Orchitis and epididymitis,2025-09-07
6225,N459,"Orchitis, epididymitis and epididymo-orchitis without abscess",Orchitis and epididymitis,2025-09-07
6226,N46,Male infertility,Male infertility,2025-09-07
6227,N47,"Redundant prepuce, phimosis and paraphimosis","Redundant prepuce, phimosis and paraphimosis",2025-09-07
6228,N48,Other disorders of penis,Other disorders of penis,2025-09-07
6229,N480,Leukoplakia of penis,Other disorders of penis,2025-09-07
6230,N481,Balanoposthitis,Other disorders of penis,2025-09-07
6231,N482,Other inflammatory disorders of penis,Other disorders of penis,2025-09-07
6232,N483,Priapism,Other disorders of penis,2025-09-07
6233,N484,Impotence of organic origin,Other disorders of penis,2025-09-07
6234,N485,Ulcer of penis,Other disorders of penis,2025-09-07
6235,N486,Induratio penis plastica,Other disorders of penis,2025-09-07
6236,N488,Other specified disorders of penis,Other disorders of penis,2025-09-07
6237,N489,"Disorder of penis, unspecified",Other disorders of penis,2025-09-07
6238,N49,"Inflammatory disorders of male genital organs, not elsewhere classified","Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6239,N490,Inflammatory disorders of seminal vesicle,"Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6240,N491,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens","Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6241,N492,Inflammatory disorders of scrotum,"Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6242,N498,Inflammatory disorders of other specified male genital organs,"Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6243,N499,Inflammatory disorder of unspecified male genital organ,"Inflammatory disorders of male genital organs, not elsewhere classified",2025-09-07
6244,N50,Other disorders of male genital organs,Other disorders of male genital organs,2025-09-07
6245,N500,Atrophy of testis,Other disorders of male genital organs,2025-09-07
6246,N501,Vascular disorders of male genital organs,Other disorders of male genital organs,2025-09-07
6247,N508,Other specified disorders of male genital organs,Other disorders of male genital organs,2025-09-07
6248,N509,"Disorder of male genital organs, unspecified",Other disorders of male genital organs,2025-09-07
6249,N51,Disorders of male genital organs in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,2025-09-07
6250,N510,Disorders of prostate in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,2025-09-07
6251,N511,Disorders of testis and epididymis in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,2025-09-07
6252,N512,Balanitis in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,2025-09-07
6253,N518,Other disorders of male genital organs in diseases classified elsewhere,Disorders of male genital organs in diseases classified elsewhere,2025-09-07
6254,N60,Benign mammary dysplasia,Benign mammary dysplasia,2025-09-07
6255,N600,Solitary cyst of breast,Benign mammary dysplasia,2025-09-07
6256,N601,Diffuse cystic mastopathy,Benign mammary dysplasia,2025-09-07
6257,N602,Fibroadenosis of breast,Benign mammary dysplasia,2025-09-07
6258,N603,Fibrosclerosis of breast,Benign mammary dysplasia,2025-09-07
6259,N604,Mammary duct ectasia,Benign mammary dysplasia,2025-09-07
6260,N608,Other benign mammary dysplasias,Benign mammary dysplasia,2025-09-07
6261,N609,"Benign mammary dysplasia, unspecified",Benign mammary dysplasia,2025-09-07
6262,N61,Inflammatory disorders of breast,Inflammatory disorders of breast,2025-09-07
6263,N62,Hypertrophy of breast,Hypertrophy of breast,2025-09-07
6264,N63,Unspecified lump in breast,Unspecified lump in breast,2025-09-07
6265,N64,Other disorders of breast,Other disorders of breast,2025-09-07
6266,N640,Fissure and fistula of nipple,Other disorders of breast,2025-09-07
6267,N641,Fat necrosis of breast,Other disorders of breast,2025-09-07
6268,N642,Atrophy of breast,Other disorders of breast,2025-09-07
6269,N643,Galactorrhoea not associated with childbirth,Other disorders of breast,2025-09-07
6270,N644,Mastodynia,Other disorders of breast,2025-09-07
6271,N645,Other signs and symptoms in breast,Other disorders of breast,2025-09-07
6272,N648,Other specified disorders of breast,Other disorders of breast,2025-09-07
6273,N649,"Disorder of breast, unspecified",Other disorders of breast,2025-09-07
6274,N70,Salpingitis and oophoritis,Salpingitis and oophoritis,2025-09-07
6275,N700,Acute salpingitis and oophoritis,Salpingitis and oophoritis,2025-09-07
6276,N701,Chronic salpingitis and oophoritis,Salpingitis and oophoritis,2025-09-07
6277,N709,"Salpingitis and oophoritis, unspecified",Salpingitis and oophoritis,2025-09-07
6278,N71,"Inflammatory disease of uterus, except cervix","Inflammatory disease of uterus, except cervix",2025-09-07
6279,N710,Acute inflammatory disease of uterus,"Inflammatory disease of uterus, except cervix",2025-09-07
6280,N711,Chronic inflammatory disease of uterus,"Inflammatory disease of uterus, except cervix",2025-09-07
6281,N719,"Inflammatory disease of uterus, unspecified","Inflammatory disease of uterus, except cervix",2025-09-07
6282,N72,Inflammatory disease of cervix uteri,Inflammatory disease of cervix uteri,2025-09-07
6283,N73,Other female pelvic inflammatory diseases,Other female pelvic inflammatory diseases,2025-09-07
6284,N730,Acute parametritis and pelvic cellulitis,Other female pelvic inflammatory diseases,2025-09-07
6285,N731,Chronic parametritis and pelvic cellulitis,Other female pelvic inflammatory diseases,2025-09-07
6286,N732,Unspecified parametritis and pelvic cellulitis,Other female pelvic inflammatory diseases,2025-09-07
6287,N733,Female acute pelvic peritonitis,Other female pelvic inflammatory diseases,2025-09-07
6288,N734,Female chronic pelvic peritonitis,Other female pelvic inflammatory diseases,2025-09-07
6289,N735,"Female pelvic peritonitis, unspecified",Other female pelvic inflammatory diseases,2025-09-07
6290,N736,Female pelvic peritoneal adhesions,Other female pelvic inflammatory diseases,2025-09-07
6291,N738,Other specified female pelvic inflammatory diseases,Other female pelvic inflammatory diseases,2025-09-07
6292,N739,"Female pelvic inflammatory disease, unspecified",Other female pelvic inflammatory diseases,2025-09-07
6293,N74,Female pelvic inflammatory disorders in diseases classified elsewhere,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6294,N740,Tuberculous infection of cervix uteri,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6295,N741,Female tuberculous pelvic inflammatory disease,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6296,N742,Female syphilitic pelvic inflammatory disease,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6297,N743,Female gonococcal pelvic inflammatory disease,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6298,N744,Female chlamydial pelvic inflammatory disease,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6299,N748,Female pelvic inflammatory disorders in other diseases classified elsewhere,Female pelvic inflammatory disorders in diseases classified elsewhere,2025-09-07
6300,N75,Diseases of Bartholin gland,Diseases of Bartholin gland,2025-09-07
6301,N750,Cyst of Bartholin gland,Diseases of Bartholin gland,2025-09-07
6302,N751,Abscess of Bartholin gland,Diseases of Bartholin gland,2025-09-07
6303,N758,Other diseases of Bartholin gland,Diseases of Bartholin gland,2025-09-07
6304,N759,"Disease of Bartholin gland, unspecified",Diseases of Bartholin gland,2025-09-07
6305,N76,Other inflammation of vagina and vulva,Other inflammation of vagina and vulva,2025-09-07
6306,N760,Acute vaginitis,Other inflammation of vagina and vulva,2025-09-07
6307,N761,Subacute and chronic vaginitis,Other inflammation of vagina and vulva,2025-09-07
6308,N762,Acute vulvitis,Other inflammation of vagina and vulva,2025-09-07
6309,N763,Subacute and chronic vulvitis,Other inflammation of vagina and vulva,2025-09-07
6310,N764,Abscess of vulva,Other inflammation of vagina and vulva,2025-09-07
6311,N765,Ulceration of vagina,Other inflammation of vagina and vulva,2025-09-07
6312,N766,Ulceration of vulva,Other inflammation of vagina and vulva,2025-09-07
6313,N768,Other specified inflammation of vagina and vulva,Other inflammation of vagina and vulva,2025-09-07
6314,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,2025-09-07
6315,N770,Ulceration of vulva in infectious and parasitic diseases classified elsewhere,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,2025-09-07
6316,N771,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",Vulvovaginal ulceration and inflammation in diseases classified elsewhere,2025-09-07
6317,N778,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,2025-09-07
6318,N80,Endometriosis,Endometriosis,2025-09-07
6319,N800,Endometriosis of uterus,Endometriosis,2025-09-07
6320,N801,Endometriosis of ovary,Endometriosis,2025-09-07
6321,N802,Endometriosis of fallopian tube,Endometriosis,2025-09-07
6322,N803,Endometriosis of pelvic peritoneum,Endometriosis,2025-09-07
6323,N804,Endometriosis of rectovaginal septum and vagina,Endometriosis,2025-09-07
6324,N805,Endometriosis of intestine,Endometriosis,2025-09-07
6325,N806,Endometriosis in cutaneous scar,Endometriosis,2025-09-07
6326,N808,Other endometriosis,Endometriosis,2025-09-07
6327,N809,"Endometriosis, unspecified",Endometriosis,2025-09-07
6328,N81,Female genital prolapse,Female genital prolapse,2025-09-07
6329,N810,Female urethrocele,Female genital prolapse,2025-09-07
6330,N811,Cystocele,Female genital prolapse,2025-09-07
6331,N812,Incomplete uterovaginal prolapse,Female genital prolapse,2025-09-07
6332,N813,Complete uterovaginal prolapse,Female genital prolapse,2025-09-07
6333,N814,"Uterovaginal prolapse, unspecified",Female genital prolapse,2025-09-07
6334,N815,Vaginal enterocele,Female genital prolapse,2025-09-07
6335,N816,Rectocele,Female genital prolapse,2025-09-07
6336,N818,Other female genital prolapse,Female genital prolapse,2025-09-07
6337,N819,"Female genital prolapse, unspecified",Female genital prolapse,2025-09-07
6338,N82,Fistulae involving female genital tract,Fistulae involving female genital tract,2025-09-07
6339,N820,Vesicovaginal fistula,Fistulae involving female genital tract,2025-09-07
6340,N821,Other female urinary-genital tract fistulae,Fistulae involving female genital tract,2025-09-07
6341,N822,Fistula of vagina to small intestine,Fistulae involving female genital tract,2025-09-07
6342,N823,Fistula of vagina to large intestine,Fistulae involving female genital tract,2025-09-07
6343,N824,Other female intestinal-genital tract fistulae,Fistulae involving female genital tract,2025-09-07
6344,N825,Female genital tract-skin fistulae,Fistulae involving female genital tract,2025-09-07
6345,N828,Other female genital tract fistulae,Fistulae involving female genital tract,2025-09-07
6346,N829,"Female genital tract fistula, unspecified",Fistulae involving female genital tract,2025-09-07
6347,N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament","Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6348,N830,Follicular cyst of ovary,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6349,N831,Corpus luteum cyst,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6350,N832,Other and unspecified ovarian cysts,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6351,N833,Acquired atrophy of ovary and fallopian tube,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6352,N834,Prolapse and hernia of ovary and fallopian tube,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
6353,N835,"Torsion of ovary, ovarian pedicle and fallopian tube","Noninflammatory disorders of ovary, fallopian tube and broad ligament",2025-09-07
